date,lead_days,model,latitude,longitude,actual_tmax,actual_tmin,forecast_tmax,forecast_tmin,error_tmax,error_tmin
2026-06-18,10,ecmwf_ifs025,48.8566,2.3522,36.8,19.1,30.4,23.2,6.399999999999999,-4.099999999999998
2026-06-19,10,ecmwf_ifs025,48.8566,2.3522,36.3,21.8,26.8,18.7,9.499999999999996,3.1000000000000014
2026-06-20,10,ecmwf_ifs025,48.8566,2.3522,35.8,21.7,31.0,19.0,4.799999999999997,2.7
2026-06-22,10,ecmwf_ifs025,48.8566,2.3522,37.8,25.1,39.5,26.1,-1.7000000000000028,-1.0
2026-06-23,10,ecmwf_ifs025,48.8566,2.3522,36.8,25.1,27.1,19.9,9.699999999999996,5.200000000000003
2026-06-24,10,ecmwf_ifs025,48.8566,2.3522,40.0,25.4,32.4,23.3,7.600000000000001,2.099999999999998
2026-06-25,10,ecmwf_ifs025,48.8566,2.3522,40.3,27.5,28.3,17.5,11.999999999999996,10.0
2026-06-26,10,ecmwf_ifs025,48.8566,2.3522,36.5,26.6,32.1,20.0,4.399999999999999,6.600000000000001
2026-06-27,10,ecmwf_ifs025,48.8566,2.3522,36.6,22.1,33.9,22.2,2.700000000000003,-0.0999999999999978
2026-06-28,10,ecmwf_ifs025,48.8566,2.3522,30.7,22.5,38.2,25.8,-7.5000000000000036,-3.3000000000000007
2026-06-29,10,ecmwf_ifs025,48.8566,2.3522,28.1,17.5,34.5,24.4,-6.399999999999999,-6.899999999999999
2026-06-30,10,ecmwf_ifs025,48.8566,2.3522,29.0,16.6,29.8,18.0,-0.8000000000000007,-1.3999999999999986
2026-07-01,10,ecmwf_ifs025,48.8566,2.3522,24.6,16.3,26.7,16.4,-2.099999999999998,-0.0999999999999978
2026-07-02,10,ecmwf_ifs025,48.8566,2.3522,25.9,15.6,25.4,18.4,0.5,-2.799999999999999
2026-07-03,10,ecmwf_ifs025,48.8566,2.3522,28.9,16.5,20.3,16.9,8.599999999999998,-0.3999999999999986
2026-07-04,10,ecmwf_ifs025,48.8566,2.3522,30.6,16.3,27.3,16.0,3.3000000000000007,0.3000000000000007
2026-07-05,10,ecmwf_ifs025,48.8566,2.3522,29.2,17.4,24.6,17.1,4.599999999999998,0.2999999999999971
2026-07-06,10,ecmwf_ifs025,48.8566,2.3522,34.1,18.8,29.0,17.6,5.100000000000001,1.1999999999999993
2026-07-07,10,ecmwf_ifs025,48.8566,2.3522,34.2,22.0,33.6,22.6,0.6000000000000014,-0.6000000000000014
2026-07-08,10,ecmwf_ifs025,48.8566,2.3522,33.8,20.9,38.3,26.1,-4.5,-5.200000000000003
2026-07-09,10,ecmwf_ifs025,48.8566,2.3522,33.7,22.4,33.4,21.5,0.3000000000000042,0.8999999999999986
2026-07-10,10,ecmwf_ifs025,48.8566,2.3522,35.7,21.9,35.8,22.8,-0.0999999999999943,-0.9000000000000021
2026-07-11,10,ecmwf_ifs025,48.8566,2.3522,36.1,22.3,34.2,22.3,1.8999999999999984,0.0
2026-07-12,10,ecmwf_ifs025,48.8566,2.3522,35.8,22.4,37.1,24.6,-1.3000000000000045,-2.200000000000003
2026-07-13,10,ecmwf_ifs025,48.8566,2.3522,34.9,22.5,36.7,26.2,-1.8000000000000045,-3.6999999999999993
2026-07-14,10,ecmwf_ifs025,48.8566,2.3522,34.8,21.1,36.1,23.3,-1.3000000000000045,-2.2
2026-07-15,10,ecmwf_ifs025,48.8566,2.3522,32.0,23.6,25.5,18.2,6.5,5.400000000000002
2026-07-16,10,ecmwf_ifs025,48.8566,2.3522,33.3,20.8,36.1,25.5,-2.8000000000000043,-4.699999999999999
2026-07-17,10,ecmwf_ifs025,48.8566,2.3522,27.4,20.2,36.2,22.4,-8.800000000000004,-2.2
2026-07-18,10,ecmwf_ifs025,48.8566,2.3522,29.6,18.7,24.0,19.2,5.600000000000001,-0.5
2026-07-19,10,ecmwf_ifs025,48.8566,2.3522,24.3,14.3,23.6,15.7,0.6999999999999993,-1.3999999999999986
2026-07-20,10,ecmwf_ifs025,48.8566,2.3522,24.0,13.4,23.2,15.0,0.8000000000000007,-1.5999999999999996
2026-07-21,10,ecmwf_ifs025,48.8566,2.3522,26.1,13.9,26.3,15.1,-0.1999999999999993,-1.1999999999999993
